Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Microalgae SubClassOf Algae and Animal and BlueGreenAlgae and Coccolithophore and Crop and EvergreenVegetation and ExoticVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Phytoplankton and Plankton and Plant and Protist and Vegetation and VegetationCover and VegetationSpecies, True
ExoticSpecies and IndigenousSpecies SubClassOf Crop, False
Livestock and MarineBird SubClassOf Sporozoan, **False
Centipede and FloweringPlant SubClassOf Algae, FALSE
Conifer and Zooplankton SubClassOf Anemone, False
Anemone and Mold SubClassOf Dairy, False
Crown SubClassOf Mollusk, False
Crop and MarineAnimal SubClassOf Mammal, FALSE
Human and Nutrient SubClassOf Fish, FALSE
Roundworm and SegmentedWorm SubClassOf Ciliate, FALSE
Dairy and Roundworm SubClassOf Microbiota, FALSE
FloweringPlant and VegetationSpecies SubClassOf Vegetation, TRUE
FloweringPlant and VegetationSpecies SubClassOf VegetationCover, True
FloweringPlant SubClassOf VegetationCover, True
FloweringPlant SubClassOf Microalgae, **False
FloweringPlant SubClassOf Fungi, False
FloweringPlant SubClassOf Arachnid, FALSE
FloweringPlant SubClassOf VegetationSpecies, TRUE
FloweringPlant SubClassOf VegetationCover and VegetationSpecies, TRUE
FloweringPlant SubClassOf Livestock, False
FloweringPlant SubClassOf Sponge, FALSE
FloweringPlant SubClassOf Flatworm, FALSE
FloweringPlant SubClassOf Diatom, FALSE
FloweringPlant SubClassOf FungiTaxonomy, FALSE
FloweringPlant SubClassOf MarinePlant, False
FloweringPlant SubClassOf Moss, False
FloweringPlant SubClassOf Vertebrate, FALSE
FloweringPlant SubClassOf Radiolarian, **FALSE
FloweringPlant SubClassOf Human, False
FloweringPlant SubClassOf MarineMicrobiota, **False
FloweringPlant SubClassOf Animal, TRUE
FloweringPlant SubClassOf Animal and VegetationCover and VegetationSpecies, TRUE
FloweringPlant SubClassOf Flagellate, FALSE
FloweringPlant SubClassOf Poultry, FALSE
FloweringPlant SubClassOf MarineMammal, **False
FloweringPlant SubClassOf Amphibian, FALSE
FloweringPlant SubClassOf Millipede, FALSE
FloweringPlant SubClassOf Plankton, False
FloweringPlant SubClassOf Roundworm, False
FloweringPlant SubClassOf Microphyte, TRUE
FloweringPlant SubClassOf Animal and Microphyte and VegetationCover and VegetationSpecies, **TRUE
FloweringPlant SubClassOf SlimeMold, FALSE
FloweringPlant SubClassOf Microbiota, FALSE
FloweringPlant SubClassOf MicrobiotaTaxonomy, FALSE
FloweringPlant SubClassOf Coccolithophore, FALSE
FloweringPlant SubClassOf Lichen, False
FloweringPlant SubClassOf Leaf, FALSE
FloweringPlant SubClassOf Pollen, False
FloweringPlant SubClassOf Mushroom, **False
FloweringPlant SubClassOf Fish, FALSE
FloweringPlant SubClassOf Reptile, FALSE
FloweringPlant SubClassOf MarineAnimal, **False
FloweringPlant SubClassOf Macroalgae, FALSE
FloweringPlant SubClassOf Foraminifer, False
FloweringPlant SubClassOf Dairy, **False
FloweringPlant SubClassOf Liverwort, FALSE
FloweringPlant SubClassOf Crustacean, **False
FloweringPlant SubClassOf Canopy, False
FloweringPlant SubClassOf Coral, FALSE
FloweringPlant SubClassOf ExoticVegetation, FALSE
FloweringPlant SubClassOf Macrophyte, TRUE
FloweringPlant SubClassOf Animal and Macrophyte and VegetationCover and VegetationSpecies, TRUE
FloweringPlant SubClassOf SegmentedWorm, **False
FloweringPlant SubClassOf LivingThing, TRUE
FloweringPlant SubClassOf Animal and LivingThing and Macrophyte and VegetationCover and VegetationSpecies, **True
FloweringPlant SubClassOf Bird, FALSE
FloweringPlant SubClassOf Fern, False
FloweringPlant SubClassOf DominantSpecies, **False
FloweringPlant SubClassOf BlueGreenAlgae, False
FloweringPlant SubClassOf EvergreenVegetation, FALSE
FloweringPlant SubClassOf TreeRing, **False
FloweringPlant SubClassOf Vegetation, TRUE
FloweringPlant SubClassOf Animal and Macrophyte and Vegetation and VegetationCover and VegetationSpecies, True
FloweringPlant SubClassOf ExoticSpecies, False
FloweringPlant SubClassOf Litter, FALSE
FloweringPlant SubClassOf Crown, False
FloweringPlant SubClassOf Jellyfish, **FALSE
FloweringPlant SubClassOf Invertebrate, FALSE
FloweringPlant SubClassOf Anemone, False
FloweringPlant SubClassOf Ciliate, FALSE
FloweringPlant SubClassOf Zooplankton, **False
FloweringPlant SubClassOf Sporozoan, FALSE
FloweringPlant SubClassOf IndigenousVegetation, False
FloweringPlant SubClassOf Nutrient, FALSE
FloweringPlant SubClassOf IndigenousSpecies, False
FloweringPlant SubClassOf MarineInvertebrate, FALSE
FloweringPlant SubClassOf Conifer, False
FloweringPlant SubClassOf Yeast, False
FloweringPlant SubClassOf Mammal, **False
FloweringPlant SubClassOf Protist, FALSE
FloweringPlant SubClassOf Centipede, False
FloweringPlant SubClassOf Crop, FALSE
FloweringPlant SubClassOf Algae, **False
FloweringPlant SubClassOf Arthropod, FALSE
FloweringPlant SubClassOf MarineBird, **FALSE
FloweringPlant SubClassOf Chlorophyll, **False
FloweringPlant SubClassOf Mollusk, FALSE
FloweringPlant SubClassOf Echinoderm, FALSE
FloweringPlant SubClassOf Plant, TRUE
FloweringPlant SubClassOf Animal and Macrophyte and Plant and Vegetation and VegetationCover and VegetationSpecies, TRUE
FloweringPlant SubClassOf Amoebae, FALSE
FloweringPlant SubClassOf Insect, FALSE
FloweringPlant SubClassOf Mold, FALSE
FloweringPlant SubClassOf Bacteria, FALSE
FloweringPlant SubClassOf DeciduousVegetation, False
FloweringPlant SubClassOf Phytoplankton, False
FloweringPlant SubClassOf Animal and Macrophyte and Microphyte and Plant and Vegetation and VegetationCover and VegetationSpecies, TRUE
FloweringPlant SubClassOf Animal and LivingThing and Macrophyte and Microphyte and Plant and Vegetation and VegetationCover and VegetationSpecies, TRUE
Fish and Flatworm SubClassOf Liverwort, **FALSE
MarineBird and Millipede SubClassOf Conifer, FALSE
Flagellate and Roundworm SubClassOf Crop, False
Fungi and Zooplankton SubClassOf Diatom, False
Coral and VegetationSpecies SubClassOf Roundworm, **False
Arachnid and Conifer SubClassOf Leaf, FALSE
FungiTaxonomy and Roundworm SubClassOf ExoticSpecies, FALSE
Arachnid and Centipede SubClassOf DeciduousVegetation, False
Vertebrate and Zooplankton SubClassOf MarineInvertebrate, FALSE
Arthropod and IndigenousVegetation SubClassOf Amoebae, **False
DeciduousVegetation and IndigenousSpecies SubClassOf Macrophyte, TRUE
DeciduousVegetation and IndigenousSpecies SubClassOf VegetationCover, TRUE
IndigenousSpecies SubClassOf VegetationCover, TRUE
IndigenousSpecies SubClassOf Microalgae, FALSE
IndigenousSpecies SubClassOf Fungi, FALSE
IndigenousSpecies SubClassOf Arachnid, FALSE
IndigenousSpecies SubClassOf VegetationSpecies, TRUE
IndigenousSpecies SubClassOf VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf Livestock, FALSE
IndigenousSpecies SubClassOf Sponge, **False
IndigenousSpecies SubClassOf Flatworm, **FALSE
IndigenousSpecies SubClassOf Diatom, FALSE
IndigenousSpecies SubClassOf FungiTaxonomy, FALSE
IndigenousSpecies SubClassOf MarinePlant, **False
IndigenousSpecies SubClassOf Moss, FALSE
IndigenousSpecies SubClassOf Vertebrate, True
IndigenousSpecies SubClassOf VegetationCover and VegetationSpecies and Vertebrate, **FALSE
IndigenousSpecies SubClassOf Radiolarian, FALSE
IndigenousSpecies SubClassOf Human, False
IndigenousSpecies SubClassOf MarineMicrobiota, FALSE
IndigenousSpecies SubClassOf Animal, TRUE
IndigenousSpecies SubClassOf Animal and VegetationCover and VegetationSpecies, **TRUE
IndigenousSpecies SubClassOf Flagellate, TRUE
IndigenousSpecies SubClassOf Flagellate and VegetationCover and VegetationSpecies, FALSE
IndigenousSpecies SubClassOf Poultry, FALSE
IndigenousSpecies SubClassOf MarineMammal, TRUE
IndigenousSpecies SubClassOf MarineMammal and VegetationCover and VegetationSpecies, FALSE
IndigenousSpecies SubClassOf Amphibian, FALSE
IndigenousSpecies SubClassOf Millipede, False
IndigenousSpecies SubClassOf Plankton, FALSE
IndigenousSpecies SubClassOf Roundworm, False
IndigenousSpecies SubClassOf Microphyte, FALSE
IndigenousSpecies SubClassOf SlimeMold, FALSE
IndigenousSpecies SubClassOf Microbiota, **False
IndigenousSpecies SubClassOf MicrobiotaTaxonomy, **TRUE
IndigenousSpecies SubClassOf Coccolithophore, FALSE
IndigenousSpecies SubClassOf Lichen, **False
IndigenousSpecies SubClassOf Leaf, False
IndigenousSpecies SubClassOf Pollen, **FALSE
IndigenousSpecies SubClassOf Mushroom, False
IndigenousSpecies SubClassOf Fish, FALSE
IndigenousSpecies SubClassOf Reptile, TRUE
IndigenousSpecies SubClassOf Reptile and VegetationCover and VegetationSpecies, TRUE
IndigenousSpecies SubClassOf MarineAnimal, TRUE
IndigenousSpecies SubClassOf MarineAnimal and Reptile and VegetationCover and VegetationSpecies, TRUE
IndigenousSpecies SubClassOf Macroalgae, FALSE
IndigenousSpecies SubClassOf Foraminifer, FALSE
IndigenousSpecies SubClassOf Dairy, False
IndigenousSpecies SubClassOf Liverwort, FALSE
IndigenousSpecies SubClassOf Crustacean, TRUE
IndigenousSpecies SubClassOf Crustacean and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, False
IndigenousSpecies SubClassOf Canopy, False
IndigenousSpecies SubClassOf Coral, False
IndigenousSpecies SubClassOf ExoticVegetation, FALSE
IndigenousSpecies SubClassOf Macrophyte, TRUE
IndigenousSpecies SubClassOf Macrophyte and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf SegmentedWorm, FALSE
IndigenousSpecies SubClassOf LivingThing, TRUE
IndigenousSpecies SubClassOf LivingThing and Macrophyte and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf Bird, TRUE
IndigenousSpecies SubClassOf Bird and LivingThing and Macrophyte and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, FALSE
IndigenousSpecies SubClassOf Fern, TRUE
IndigenousSpecies SubClassOf Fern and LivingThing and Macrophyte and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, False
IndigenousSpecies SubClassOf DominantSpecies, FALSE
IndigenousSpecies SubClassOf BlueGreenAlgae, FALSE
IndigenousSpecies SubClassOf EvergreenVegetation, True
IndigenousSpecies SubClassOf EvergreenVegetation and LivingThing and Macrophyte and MarineAnimal and Reptile and VegetationCover and VegetationSpecies, TRUE
IndigenousSpecies SubClassOf TreeRing, **False
IndigenousSpecies SubClassOf Vegetation, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and LivingThing and Macrophyte and MarineAnimal and Reptile and Vegetation and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf ExoticSpecies, **False
IndigenousSpecies SubClassOf Litter, False
IndigenousSpecies SubClassOf Crown, False
IndigenousSpecies SubClassOf Jellyfish, **False
IndigenousSpecies SubClassOf Invertebrate, FALSE
IndigenousSpecies SubClassOf Anemone, FALSE
IndigenousSpecies SubClassOf Ciliate, False
IndigenousSpecies SubClassOf Zooplankton, FALSE
IndigenousSpecies SubClassOf FloweringPlant, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and LivingThing and Macrophyte and MarineAnimal and Reptile and Vegetation and VegetationCover and VegetationSpecies, TRUE
IndigenousSpecies SubClassOf Sporozoan, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and LivingThing and Macrophyte and MarineAnimal and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf IndigenousVegetation, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and MarineAnimal and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf Nutrient, FALSE
IndigenousSpecies SubClassOf MarineInvertebrate, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf Conifer, TRUE
IndigenousSpecies SubClassOf Conifer and EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, **True
IndigenousSpecies SubClassOf Yeast, FALSE
IndigenousSpecies SubClassOf Mammal, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, True
IndigenousSpecies SubClassOf Protist, **True
IndigenousSpecies SubClassOf Centipede, **False
IndigenousSpecies SubClassOf Crop, False
IndigenousSpecies SubClassOf Algae, False
IndigenousSpecies SubClassOf Arthropod, TRUE
IndigenousSpecies SubClassOf Arthropod and EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, **False
IndigenousSpecies SubClassOf MarineBird, FALSE
IndigenousSpecies SubClassOf Chlorophyll, False
IndigenousSpecies SubClassOf Mollusk, **False
IndigenousSpecies SubClassOf Echinoderm, FALSE
IndigenousSpecies SubClassOf Plant, TRUE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies, TRUE
IndigenousSpecies SubClassOf Amoebae, False
IndigenousSpecies SubClassOf Insect, False
IndigenousSpecies SubClassOf Mold, FALSE
IndigenousSpecies SubClassOf Bacteria, FALSE
IndigenousSpecies SubClassOf DeciduousVegetation, False
IndigenousSpecies SubClassOf Phytoplankton, FALSE
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, True
IndigenousSpecies SubClassOf Animal and EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, **True
IndigenousSpecies SubClassOf EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, **False
IndigenousSpecies SubClassOf EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and MarineMammal and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, **True
IndigenousSpecies SubClassOf Crustacean and EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, FALSE
IndigenousSpecies SubClassOf Bird and EvergreenVegetation and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, False
IndigenousSpecies SubClassOf EvergreenVegetation and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, True
IndigenousSpecies SubClassOf Conifer and EvergreenVegetation and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, **TRUE
IndigenousSpecies SubClassOf Arthropod and EvergreenVegetation and Fern and FloweringPlant and IndigenousVegetation and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and Plant and Reptile and Sporozoan and Vegetation and VegetationCover and VegetationSpecies and Vertebrate, FALSE
FungiTaxonomy and Jellyfish SubClassOf Plankton, False
FungiTaxonomy and Vegetation SubClassOf MarinePlant, FALSE
Centipede and Mollusk SubClassOf Vertebrate, False
TreeRing and Vertebrate SubClassOf Echinoderm, **False
Coral and Vertebrate SubClassOf VegetationCover, False
ExoticVegetation and Pollen SubClassOf Sponge, FALSE
