HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can DailyBloodPressure that is also WeigthDifference be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can HighReductionInHamiltonAnxietyScore that is also NormalGeneExpression be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can AnxietyMeasure that is also HamiltonDepressionScore be considered a subcategory of 'ChildDepressionScore'?,  False.
Can HighHamiltonDepressionScore that is also Weigth be considered a subcategory of 'ERVisitFrequency'?,  False.
Can PlasmaDrugConcentration that is also ZeroDrugEfficacy be considered a subcategory of 'DoseFrequency'?,  False.
Can ModerateMontgomeryAsbergDepressionRating that is also PopulationVariation be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can PharmacokineticMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can HighReductionInChildDepressionScore that is also SatietyDecrease be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can LowHamiltonDepressionScore that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can MontgomeryAsbergDepressionMeasure that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'DoseFrequency'?,  False.
Can DoseFrequency that is also Gender be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can ModerateMontgomeryAsbergDepressionRating that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
Can ERVisitFrequency that is also TissueMeasure be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can DoseFrequency that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can ModerateHamiltonDepressionScore that is also SideEffectMeasure be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can ASAAConcentrationDifference that is also ASAAConcentrationIncrease be considered a subcategory of 'DrugEfficacy'?,  False.
Can BodyMassIndexDecrease that is also SatietyIncrease be considered a subcategory of 'ERVisitFrequency'?,  False.
Can CoagulationProfile that is also TissueMeasure be considered a subcategory of 'SideEffectMeasure'?,  False.
Can PopulationVariation that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can MetabolicMeasure that is also MyocardialInfarctionFrequency be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'QualityOfLife'?,  True.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'ChildDepressionScore'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'MolecularMeasure'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'RemissionFrequency'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'SatietyFrequency'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'ERVisitFrequency'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'HighRemission'?,  I cannot
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'WeigthDifference'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'ExerciseResponse'?,  I cannot
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'GenotypeMeasure'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can DailyBloodPressure be considered a subcategory of 'QualityOfLife'?,  False.
Can BodyMassIndexDecrease that is also QualityOfLife be considered a subcategory of 'CoagulationProfile'?,  False.
Can DoseFrequency that is also LowHamiltonDepressionScore be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can AsthmaFrequency that is also WeightMeasure be considered a subcategory of 'AnxietyMeasure'?,  False.
Can LowDrugEfficacy that is also Weigth be considered a subcategory of 'WeigthDifference'?,  False.
Can AnxietyMeasure that is also WeightMeasure be considered a subcategory of 'DrugClearance'?,  False.
Can BloodPressure that is also BodyMassIndex be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can CognitiveMeasure that is also HamiltonDepressionScoreDifference be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also ERVisitFrequency be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can EventFreeSurvivalTime that is also RemissionMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can ExerciseResponse that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'MolecularMeasure'?,  False.
Can LowReductionInHamiltonAnxietyScore that is also TaxonomicMeasure be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can LowRemissionOddsRatio that is also WeightLoss be considered a subcategory of 'Satiety'?,  False.
Can Gender that is also HamiltonDepressionScore be considered a subcategory of 'SideEffectFrequency'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also PulmonaryFunctionMeasure be considered a subcategory of 'DailyBloodPressure'?,  False.
Can CellCount that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'PopulationVariation'?,  I cannot
Can DiseaseSusceptibilityOdds that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'BiologicalMeasure'?,  True.
Can DiseaseSusceptibilityOdds that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'ChildDepressionScore'?,  False.
Can DiseaseSusceptibilityOdds that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'MolecularMeasure'?,  True.
Can MontgomeryAsbergDepressionRating be considered a subcategory of 'MolecularMeasure'?,  False.
Can DiseaseSusceptibilityOdds be considered a subcategory of 'MolecularMeasure'?,  False.
Can DecreasedGeneExpression that is also SideEffectMeasure be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can DiseaseFrequency that is also EventFreeSurvivalTime be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can ChildDepressionScoreDifference that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can ForcedVitalCapacity that is also ModerateRemission be considered a subcategory of 'PopulationVariation'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'BiologicalMeasure'?,  True.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ChildDepressionScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'MolecularMeasure'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'RemissionFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'SatietyFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ERVisitFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'DailyBloodPressure'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HighRemission'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'WeigthDifference'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ExerciseResponse'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'GenotypeMeasure'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'QualityOfLife'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can DiseaseSusceptibilityOdds that is also Dose be considered a subcategory of 'PharmacokineticMeasure'?,  True.
Can DiseaseSusceptibilityOdds be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can Dose be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can ModerateRemission that is also SideEffectFrequency be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can SatietyDifference that is also SideEffectRate be considered a subcategory of 'MolecularMeasure'?,  False.
Can TaxonomicMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'PathogenCount'?,  False.
Can ClinicalOutcomeMeasure that is also PlasmaDrugConcentration be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can BloodPressure that is also WeigthGain be considered a subcategory of 'SideEffectFrequency'?,  False.
Can BloodPressure that is also PharmacodynamicMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also CellCount be considered a subcategory of 'SatietyIncrease'?,  False.
Can HamiltonAnxietyScoreDifference that is also LowReductionInHamiltonDepressionScore be considered a subcategory of 'SideEffectRate'?,  False.
Can GeneExpressionMeasure that is also RemissionMeasure be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can EventFreeSurvivalTime that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can PharmacokineticMeasure that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'DrugEfficacy'?,  False.
Can SideEffectMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'ERVisitFrequency'?,  False.
Can BiologicalMeasure that is also HamiltonDepressionScore be considered a subcategory of 'DoseFrequency'?,  False.
Can IncreasedGeneExpression that is also SatietyIncrease be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can ChildDepressionScore that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can ErythromycinClearanceMeasure that is also Gender be considered a subcategory of 'HighDrugEfficacy'?,  I cannot
Can DrugEfficacyMeasure that is also SatietyDecrease be considered a subcategory of 'BoneMineralDensity'?,  False.
Can LowMontgomeryAsbergDepressionRating that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'MetabolicMeasure'?,  False.
Can LowDrugEfficacy that is also SimilarRemissionOddsRatio be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
