Crop and MarinePlant SubClassOf Arthropod,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Vertebrate'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Radiolarian'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Human'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'MarineMicrobiota'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Flagellate'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Poultry'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Amphibian'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Millipede'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Plankton'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Roundworm'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Microphyte'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'SlimeMold'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Microbiota'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Lichen'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Leaf'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Pollen'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Mushroom'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Fish'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Reptile'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Foraminifer'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Dairy'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Liverwort'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Crustacean'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Canopy'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Coral'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'ExoticVegetation'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Macrophyte'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Bird'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Fern'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'TreeRing'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Vegetation'?,  False.
Can MarineAnimal be considered a subcategory of 'ExoticSpecies'?,  It depends
Can Human that is also SlimeMold be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Mold that is also Pollen be considered a subcategory of 'Conifer'?,  False.
Can Crown that is also DominantSpecies be considered a subcategory of 'Coccolithophore'?,  False.
Can Crown that is also MarinePlant be considered a subcategory of 'Coral'?,  False.
Can SegmentedWorm that is also TreeRing be considered a subcategory of 'Ciliate'?,  False.
Can Microalgae that is also Nutrient be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Arachnid that is also Mollusk be considered a subcategory of 'Macrophyte'?,  False.
Can Centipede that is also Vertebrate be considered a subcategory of 'Sporozoan'?,  False.
Can DominantSpecies that is also SlimeMold be considered a subcategory of 'Jellyfish'?,  False.
Can Bacteria that is also ExoticVegetation be considered a subcategory of 'Moss'?,  False.
Can Dairy that is also Pollen be considered a subcategory of 'Arachnid'?,  False.
Can Bird that is also Mold be considered a subcategory of 'Fungi'?,  False.
Can Radiolarian that is also SlimeMold be considered a subcategory of 'Vertebrate'?,  False.
Can Ciliate that is also Moss be considered a subcategory of 'Yeast'?,  False.
Can Chlorophyll that is also Nutrient be considered a subcategory of 'Plant'?,  False.
Can Anemone that is also Microphyte be considered a subcategory of 'Sponge'?,  False.
Can Animal that is also BlueGreenAlgae be considered a subcategory of 'Foraminifer'?,  False.
Can Phytoplankton that is also Vegetation be considered a subcategory of 'Fish'?,  False.
Can Coral that is also Microalgae be considered a subcategory of 'Mold'?,  False.
Can Crustacean that is also Zooplankton be considered a subcategory of 'Insect'?,  False.
Can IndigenousSpecies that is also Microphyte be considered a subcategory of 'Amoebae'?,  False.
Can Arachnid that is also Roundworm be considered a subcategory of 'TreeRing'?,  False.
Can Coccolithophore that is also Radiolarian be considered a subcategory of 'Jellyfish'?,  False.
Can Human that is also Plankton be considered a subcategory of 'Sporozoan'?,  False.
Can EvergreenVegetation that is also MarineBird be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Crop that is also Diatom be considered a subcategory of 'Vertebrate'?,  False.
Can Microbiota that is also VegetationSpecies be considered a subcategory of 'Plant'?,  False.
Can Liverwort that is also Nutrient be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Sporozoan that is also VegetationSpecies be considered a subcategory of 'Phytoplankton'?,  False.
Can Amphibian that is also Moss be considered a subcategory of 'Arthropod'?,  False.
Can Mammal that is also Vegetation be considered a subcategory of 'Macroalgae'?,  False.
Can Crustacean that is also Macroalgae be considered a subcategory of 'Millipede'?,  False.
Can MarineMammal that is also Reptile be considered a subcategory of 'MicrobiotaTaxonomy'?, False.
Can Coral that is also Microphyte be considered a subcategory of 'Reptile'?,  False.
Can Bird that is also Liverwort be considered a subcategory of 'SegmentedWorm'?,  False.
Can MarineMicrobiota that is also Radiolarian be considered a subcategory of 'MarineBird'?,  False.
Can Human that is also Microbiota be considered a subcategory of 'FloweringPlant'?,  False.
Can MarineAnimal that is also Plankton be considered a subcategory of 'Litter'?,  False.
Can Liverwort that is also Microbiota be considered a subcategory of 'Mammal'?,  False.
Can Coral that is also MarineBird be considered a subcategory of 'ExoticVegetation'?,  False.
Can Bacteria that is also Zooplankton be considered a subcategory of 'Jellyfish'?,  False.
Can Canopy that is also Plankton be considered a subcategory of 'Moss'?,  False.
Can Flatworm that is also Fungi be considered a subcategory of 'Crustacean'?,  False.
Can Foraminifer that is also Roundworm be considered a subcategory of 'Arachnid'?,  False.
Can ExoticSpecies that is also Foraminifer be considered a subcategory of 'Vertebrate'?,  False.
Can Leaf that is also Mollusk be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Crustacean that is also MarineMicrobiota be considered a subcategory of 'Algae'?,  False.
Can Flatworm that is also Liverwort be considered a subcategory of 'Amphibian'?,  False.
Can Dairy that is also VegetationCover be considered a subcategory of 'Bacteria'?,  False.
Can Bird that is also Human be considered a subcategory of 'Echinoderm'?, False.
Can Coral that is also Microphyte be considered a subcategory of 'Millipede'?,  False.
Can Microalgae that is also Zooplankton be considered a subcategory of 'MarineBird'?,  False.
Can Flagellate that is also Millipede be considered a subcategory of 'Mammal'?,  False.
Can Echinoderm that is also Microphyte be considered a subcategory of 'Liverwort'?,  False.
Can Dairy that is also Insect be considered a subcategory of 'Pollen'?,  False.
Can Human that is also Pollen be considered a subcategory of 'Foraminifer'?,  False.
Can MarineBird that is also Zooplankton be considered a subcategory of 'Mollusk'?,  False.
Can Crustacean that is also Fern be considered a subcategory of 'Chlorophyll'?,  False.
Can Crop that is also Sporozoan be considered a subcategory of 'Ciliate'?,  False.
Can DominantSpecies that is also Microbiota be considered a subcategory of 'FungiTaxonomy'?,  False.
Can MarineInvertebrate that is also VegetationSpecies be considered a subcategory of 'TreeRing'?, False.
Can Pollen that is also Vertebrate be considered a subcategory of 'Microbiota'?,  False.
Can Bird that is also SlimeMold be considered a subcategory of 'Millipede'?,  False.
Can Diatom that is also Vertebrate be considered a subcategory of 'Canopy'?,  False.
Can Centipede that is also Moss be considered a subcategory of 'SegmentedWorm'?,  False.
Can IndigenousSpecies that is also Mold be considered a subcategory of 'Protist'?,  False.
Can TreeRing that is also Yeast be considered a subcategory of 'Lichen'?,  False.
Can Arachnid that is also Ciliate be considered a subcategory of 'Litter'?,  False.
Can Chlorophyll that is also Mushroom be considered a subcategory of 'Vegetation'?,  False.
Can IndigenousVegetation that is also Microphyte be considered a subcategory of 'Dairy'?,  False.
Can Bacteria that is also Plant be considered a subcategory of 'Chlorophyll'?,  False.
Can FungiTaxonomy that is also Millipede be considered a subcategory of 'Fish'?,  False.
Can Jellyfish that is also Sponge be considered a subcategory of 'Liverwort'?,  False.
Can Microalgae that is also Roundworm be considered a subcategory of 'Insect'?,  False.
Can Fish that is also Plankton be considered a subcategory of 'Crop'?,  False.
Can Fish that is also Litter be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarineAnimal that is also Microbiota be considered a subcategory of 'Leaf'?,  False.
Can IndigenousVegetation that is also Reptile be considered a subcategory of 'Crown'?,  False.
Can Arthropod that is also IndigenousSpecies be considered a subcategory of 'Coccolithophore'?,  False.
Can IndigenousSpecies that is also Sponge be considered a subcategory of 'Nutrient'?,  False.
Can Flagellate that is also Phytoplankton be considered a subcategory of 'Coral'?,  False.
Can Chlorophyll that is also SegmentedWorm be considered a subcategory of 'Microalgae'?,  False.
Can Centipede that is also TreeRing be considered a subcategory of 'Roundworm'?,  False.
Can DominantSpecies that is also Nutrient be considered a subcategory of 'Diatom'?,  False.
Can Lichen that is also Mollusk be considered a subcategory of 'Human'?,  False.
Can FungiTaxonomy that is also Livestock be considered a subcategory of 'Macroalgae'?,  False.
Can Centipede that is also Moss be considered a subcategory of 'Flatworm'?,  False.
Can BlueGreenAlgae that is also DominantSpecies be considered a subcategory of 'Amphibian'?,  False.
Can Bacteria that is also MarineMammal be considered a subcategory of 'Echinoderm'?,  False.
Can Amoebae that is also FungiTaxonomy be considered a subcategory of 'Bacteria'?,  False.
Can Bird that is also Pollen be considered a subcategory of 'Leaf'?,  False.
Can MarineAnimal that is also MarineMicrobiota be considered a subcategory of 'Centipede'?,  False.
Can VegetationCover that is also Vertebrate be considered a subcategory of 'Fern'?,  False.
Can Invertebrate that is also MarineAnimal be considered a subcategory of 'Pollen'?,  False.
