Crop and MarinePlant SubClassOf Arthropod, \nFalse
Can Centipede that is also Millipede be considered a subcategory of 'Jellyfish'?, \nFalse
Can ExoticSpecies that is also Liverwort be considered a subcategory of 'MarinePlant'?, \nFalse
Can MicrobiotaTaxonomy that is also Yeast be considered a subcategory of 'Animal'?, \nFalse
Can Livestock that is also Protist be considered a subcategory of 'ExoticVegetation'?, \nFalse
Can Bacteria that is also Microalgae be considered a subcategory of 'SlimeMold'?, \nFalse
Can Arthropod that is also Crustacean be considered a subcategory of 'Plant'?, \nFalse
Can Arachnid that is also MarineAnimal be considered a subcategory of 'Algae'?, \nFalse
Can Millipede that is also SlimeMold be considered a subcategory of 'Radiolarian'?, \nFalse
Can Animal that is also Mold be considered a subcategory of 'Sponge'?, \nFalse
Can Canopy that is also Roundworm be considered a subcategory of 'Bird'?, \nFalse
Can Amphibian that is also Microbiota be considered a subcategory of 'TreeRing'?, \nFalse
Can Liverwort that is also Reptile be considered a subcategory of 'Insect'?, \nFalse
Can Sponge that is also VegetationSpecies be considered a subcategory of 'Chlorophyll'?, \nFalse
Can ExoticVegetation that is also Livestock be considered a subcategory of 'Ciliate'?, \nFalse
Can Flatworm that is also Mollusk be considered a subcategory of 'Plankton'?, \nFalse
Can Foraminifer that is also Vertebrate be considered a subcategory of 'BlueGreenAlgae'?, \nFalse
Can Centipede that is also Crustacean be considered a subcategory of 'Fungi'?, \nFalse
Can Flagellate that is also Microbiota be considered a subcategory of 'MarinePlant'?, \nFalse
Can Ciliate that is also Yeast be considered a subcategory of 'Vertebrate'?, \nFalse
Can Crown that is also Invertebrate be considered a subcategory of 'VegetationSpecies'?, \nFalse
Can Amoebae that is also SlimeMold be considered a subcategory of 'Roundworm'?, \nFalse
Can FloweringPlant that is also Macroalgae be considered a subcategory of 'Millipede'?, \nFalse
Can Flatworm that is also Insect be considered a subcategory of 'Lichen'?, \nFalse
Can MicrobiotaTaxonomy that is also Nutrient be considered a subcategory of 'Canopy'?, \nFalse
Can Anemone that is also VegetationCover be considered a subcategory of 'Microbiota'?, \nFalse
Can Amoebae that is also Fish be considered a subcategory of 'Zooplankton'?, \nFalse
Can Anemone that is also MicrobiotaTaxonomy be considered a subcategory of 'Flatworm'?, \nFalse
Can Litter that is also Livestock be considered a subcategory of 'MarineBird'?, \nFalse
Can Arthropod that is also Dairy be considered a subcategory of 'Mollusk'?, \nFalse
Can Human that is also MarinePlant be considered a subcategory of 'Liverwort'?, \nFalse
Can DeciduousVegetation that is also MarineBird be considered a subcategory of 'Dairy'?, \nFalse
Can Crustacean that is also FungiTaxonomy be considered a subcategory of 'Litter'?, \nFalse
Can Foraminifer that is also Vertebrate be considered a subcategory of 'Fungi'?, \nFalse
Can ExoticSpecies that is also Pollen be considered a subcategory of 'Bird'?, \nFalse
Can Mammal that is also Sporozoan be considered a subcategory of 'Vertebrate'?, \nFalse
Can MicrobiotaTaxonomy that is also Moss be considered a subcategory of 'Bacteria'?, \nFalse
Can Invertebrate that is also TreeRing be considered a subcategory of 'Yeast'?, \nFalse
Can Flatworm that is also IndigenousVegetation be considered a subcategory of 'Centipede'?, \nFalse
Can Arachnid that is also Poultry be considered a subcategory of 'Fern'?, \nFalse
Can IndigenousSpecies that is also VegetationCover be considered a subcategory of 'Poultry'?, \nFalse
Can Bird that is also Jellyfish be considered a subcategory of 'Vegetation'?, \nFalse
Can Chlorophyll that is also Litter be considered a subcategory of 'Leaf'?, \nFalse
Can Millipede that is also VegetationCover be considered a subcategory of 'Conifer'?, \nFalse
Can Algae that is also TreeRing be considered a subcategory of 'Insect'?, \nFalse
Can Roundworm that is also Vertebrate be considered a subcategory of 'Litter'?, \nFalse
Can Arachnid that is also Pollen be considered a subcategory of 'Mollusk'?, \nFalse
Can IndigenousSpecies that is also Insect be considered a subcategory of 'TreeRing'?, \nFalse
Can Echinoderm that is also Zooplankton be considered a subcategory of 'Chlorophyll'?, \nFalse
Can Amoebae that is also Fern be considered a subcategory of 'Fish'?, \nFalse
Can Chlorophyll that is also Sporozoan be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can DominantSpecies that is also Sponge be considered a subcategory of 'ExoticVegetation'?, \nFalse
Can MarineInvertebrate that is also Phytoplankton be considered a subcategory of 'Amoebae'?, \nFalse
Can FungiTaxonomy that is also MarineBird be considered a subcategory of 'BlueGreenAlgae'?, \nFalse
Can Bacteria that is also Centipede be considered a subcategory of 'MarinePlant'?, \nFalse
Can Fungi that is also Lichen be considered a subcategory of 'DominantSpecies'?, \nFalse
Can Centipede that is also MarineInvertebrate be considered a subcategory of 'Radiolarian'?, \nFalse
Can Mold that is also Poultry be considered a subcategory of 'Zooplankton'?, \nFalse
Can Ciliate that is also MarineMicrobiota be considered a subcategory of 'Mollusk'?, \nFalse
Can Coccolithophore that is also Mushroom be considered a subcategory of 'Chlorophyll'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Liverwort'?, \nTrue
Can Crop that is also Microphyte be considered a subcategory of 'Diatom'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Radiolarian'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Human'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Poultry'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'MarineMammal'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Amphibian'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Millipede'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Roundworm'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'SlimeMold'?, \nFalse
Can Crop that is also Microphyte be considered a subcategory of 'Coccolithophore'?, \nTrue
Can Crop be considered a subcategory of 'Coccolithophore'?, \nFalse
Can Invertebrate that is also Millipede be considered a subcategory of 'TreeRing'?, \nFalse
Can FloweringPlant that is also Jellyfish be considered a subcategory of 'Insect'?, \nFalse
Can MarineMammal that is also Roundworm be considered a subcategory of 'Foraminifer'?, \nFalse
Can Fern that is also Leaf be considered a subcategory of 'Amoebae'?, \nFalse
Can Insect that is also Reptile be considered a subcategory of 'Crustacean'?, \nFalse
Can Echinoderm that is also Vegetation be considered a subcategory of 'Ciliate'?, \nFalse
Can DominantSpecies that is also Phytoplankton be considered a subcategory of 'DeciduousVegetation'?, \nFalse
Can Litter that is also Reptile be considered a subcategory of 'Nutrient'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'ExoticSpecies'?, \nTrue
Can Arthropod that is also Centipede be considered a subcategory of 'VegetationCover'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Microalgae'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Fungi'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Arachnid'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'VegetationSpecies'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Sponge'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Diatom'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'MarinePlant'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Moss'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Radiolarian'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Human'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'MarineMicrobiota'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Flagellate'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Poultry'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'MarineMammal'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Amphibian'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Millipede'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Plankton'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Roundworm'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Microphyte'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'SlimeMold'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Microbiota'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'MicrobiotaTaxonomy'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Coccolithophore'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Lichen'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Leaf'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Pollen'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Mushroom'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Fish'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Reptile'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'MarineAnimal'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Macroalgae'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Foraminifer'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Dairy'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Liverwort'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Crustacean'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Canopy'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'Coral'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'ExoticVegetation'?, \nFalse
Can Arthropod that is also Centipede be considered a subcategory of 'SegmentedWorm'?, \nTrue
Can Centipede be considered a subcategory of 'SegmentedWorm'?, \nFalse
Can Bird that is also IndigenousSpecies be considered a subcategory of 'Invertebrate'?, \nFalse
Can Flagellate that is also Vertebrate be considered a subcategory of 'Mushroom'?, \nFalse
Can Pollen that is also SegmentedWorm be considered a subcategory of 'Human'?, \nFalse
Can Animal that is also Coral be considered a subcategory of 'VegetationCover'?, \nFalse
Can Algae that is also Mollusk be considered a subcategory of 'Diatom'?, \nFalse
Can Invertebrate that is also Livestock be considered a subcategory of 'Roundworm'?, \nFalse
Can Conifer that is also Vertebrate be considered a subcategory of 'Millipede'?, \nFalse
Can Fungi that is also SlimeMold be considered a subcategory of 'MarineBird'?, \nFalse
Can ExoticVegetation that is also Leaf be considered a subcategory of 'Reptile'?, \nFalse
Can Diatom that is also Reptile be considered a subcategory of 'SlimeMold'?, \nFalse
Can Flatworm that is also Fungi be considered a subcategory of 'Coccolithophore'?, \nFalse
Can Leaf that is also MarineMicrobiota be considered a subcategory of 'Fern'?, \nFalse
Can Reptile that is also VegetationCover be considered a subcategory of 'IndigenousVegetation'?, \nFalse
Can Human that is also MarineAnimal be considered a subcategory of 'MarineMammal'?, \nFalse
Can Liverwort that is also Radiolarian be considered a subcategory of 'Pollen'?, \nFalse
Can Arthropod that is also VegetationCover be considered a subcategory of 'Human'?, \nFalse
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Canopy'?, \nFalse
Can Amoebae that is also Flagellate be considered a subcategory of 'Diatom'?, \nFalse
Can Crown that is also Fungi be considered a subcategory of 'Jellyfish'?, \nFalse
Can Crop that is also MarineBird be considered a subcategory of 'Sponge'?, \nFalse
Can DominantSpecies that is also MarineInvertebrate be considered a subcategory of 'Phytoplankton'?, \nFalse
Can FloweringPlant that is also IndigenousVegetation be considered a subcategory of 'Lichen'?, \nFalse
Can Coral that is also Foraminifer be considered a subcategory of 'Echinoderm'?, \nFalse
Can Bacteria that is also MarineMicrobiota be considered a subcategory of 'Bird'?, \nFalse
Can BlueGreenAlgae that is also Roundworm be considered a subcategory of 'Dairy'?, \nFalse
Can Algae that is also MarineMammal be considered a subcategory of 'Amphibian'?, \nFalse
Can Amoebae that is also Invertebrate be considered a subcategory of 'Poultry'?, \nFalse
Can Mammal that is also MicrobiotaTaxonomy be considered a subcategory of 'FungiTaxonomy'?, \nFalse
Can Phytoplankton that is also Plant be considered a subcategory of 'Coral'?, \nFalse
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Plankton'?, \nFalse
Can Jellyfish that is also Mushroom be considered a subcategory of 'Amoebae'?, \nFalse
Can Fern that is also Lichen be considered a subcategory of 'MarinePlant'?, \nFalse
Can Chlorophyll that is also FloweringPlant be considered a subcategory of 'Crustacean'?, \nFalse
Can Crown that is also Sporozoan be considered a subcategory of 'VegetationSpecies'?, \nFalse
Can Litter that is also MarineInvertebrate be considered a subcategory of 'VegetationCover'?, \nFalse
