Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, True
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), Here are
Plant SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), True.
Cat SubClassOf lives_in some Bird, True
Egg SubClassOf lives_in some Bird, True
Egg and (lives_in some Bird) SubClassOf Egg and (lives_in some Bird), True
Egg SubClassOf Egg and Meat and (lives_in some Bird), True
Egg SubClassOf Carnivore and Egg and Meat and (lives_in some Bird), True
Egg SubClassOf Carnivore and Egg and Meat and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nHere
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some Bird), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (lives_in some Bird), \nHere
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Bird and Egg)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Bird and Egg and Meat)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Bird and Carnivore and Egg and Meat)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Bird and Carnivore and Egg and Meat and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Egg and Meat and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Egg and Meat and Reptile and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Egg and Meat and Plant and Reptile and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Thing and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Thing and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), Here are
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), Here are
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), Here are
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), Here are
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lives_in some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), Here are
