HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure, \nTrue
Can ChildDepressionMeasure that is also LowRemissionOddsRatio be considered a subcategory of 'PharmacokineticMeasure'?, \nFalse
Can AnxietyMeasure that is also PharmacokineticMeasure be considered a subcategory of 'WeigthGain'?, \nFalse
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'ERVisitFrequency'?, \nTrue
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can BodyMassIndex that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nTrue
Can BodyMassIndex be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can ModerateReductionInChildDepressionScore that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'SatietyDecrease'?, \nFalse
Can HighReductionInHamiltonDepressionScore that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'LowRemissionOddsRatio'?, \nFalse
Can EventFreeSurvivalTime that is also SideEffectRate be considered a subcategory of 'DiseaseFrequency'?, \nFalse
Can ASAAMeasure that is also GeneExpression be considered a subcategory of 'ModerateRemission'?, \nTrue
Can ASAAMeasure that is also GeneExpression be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can ASAAMeasure that is also GeneExpression be considered a subcategory of 'MolecularMeasure'?, \nTrue
Can GeneExpression be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can HighRemission that is also SideEffectFrequency be considered a subcategory of 'WeigthDifference'?, \nFalse
Can MontgomeryAsbergDepressionRatingDifference that is also WeigthDifference be considered a subcategory of 'ZeroDrugEfficacy'?, \nFalse
Can Gender that is also PathogenCount be considered a subcategory of 'AnxietyMeasure'?, \nFalse
Can BoneMineralDensity that is also PulmonaryFunctionMeasure be considered a subcategory of 'IncreasedGeneExpression'?, \nFalse
Can MontgomeryAsbergDepressionRating that is also _24HourBloodPressure be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?, \nFalse
Can MetabolicMeasure that is also NormalGeneExpression be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can HamiltonDepressionScore that is also HighHamiltonDepressionScore be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?, \nFalse
Can HighHamiltonDepressionScore that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DoseFrequency'?, \nFalse
Can PopulationVariation that is also WeigthDifference be considered a subcategory of 'DrugEfficacyMeasure'?, \nFalse
Can AnxietyMeasure that is also PlasmaDrugConcentration be considered a subcategory of 'GeneExpressionDifference'?, \nFalse
Can DailyBloodPressure that is also SimilarRemissionOddsRatio be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can HighHamiltonDepressionScore that is also LowHamiltonDepressionScore be considered a subcategory of 'LowRemissionOddsRatio'?, \nFalse
Can HighReductionInChildDepressionScore that is also PharmacokineticMeasure be considered a subcategory of 'AsthmaFrequency'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'SideEffectMeasure'?, \nTrue
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'ASAAConcentrationIncrease'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'DailyBloodPressure'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'HighRemission'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'WeigthDifference'?, \nFalse
Can HamiltonDepressionScore that is also SatietyDecrease be considered a subcategory of 'GeneExpressionDifference'?, \nTrue
Can SatietyDecrease be considered a subcategory of 'GeneExpressionDifference'?, \nFalse
Can HamiltonDepressionScore be considered a subcategory of 'GeneExpressionDifference'?, \nFalse
Can ChildDepressionMeasure that is also HamiltonDepressionMeasure be considered a subcategory of 'HamiltonAnxietyScoreDifference'?, \nFalse
Can IncreasedGeneExpression that is also LowRemission be considered a subcategory of 'BoneMineralDensity'?, \nFalse
Can LowReductionInMontgomeryAsbergDepressionRating that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'IncreasedGeneExpression'?, \nFalse
Can ChildDepressionScore that is also SimilarRemissionOddsRatio be considered a subcategory of 'CoagulationProfile'?, \nFalse
Can ASAAConcentration that is also ExerciseResponse be considered a subcategory of 'LowHamiltonDepressionScore'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'LowDrugEfficacy'?, \nTrue
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'ASAAConcentrationIncrease'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can BodyMassIndexIncrease that is also PharmacodynamicMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?, \nTrue
Can BodyMassIndexIncrease be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?, \nTrue
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can ModerateRemission that is also WeightLoss be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nTrue
Can WeightLoss be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can DepressionMeasure that is also DiseaseSusceptibilityOdds be considered a subcategory of 'HomocysteineLevel'?, \nFalse
Can DrugClearance that is also HigherDiseaseSusceptibiltyOdds be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?, \nFalse
Can ElectrocardiogramQTInterval that is also SideEffectFrequency be considered a subcategory of 'PopulationVariation'?, \nFalse
Can CoagulationProfile that is also DiseaseSusceptibilityOdds be considered a subcategory of 'Satiety'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'ForcedExperiatoryVolume'?, \nTrue
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'ASAAConcentrationIncrease'?, \nFalse
Can GeneExpression that is also SatietyFrequency be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can SatietyFrequency be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can GeneExpression be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'DailyBloodPressure'?, \nTrue
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'ASAAConcentrationIncrease'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can DiseaseSusceptibilityOdds that is also _24HourBloodPressure be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can DiseaseSusceptibilityOdds be considered a subcategory of 'DailyBloodPressure'?, \nFalse
Can ASAAConcentration that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'HighRemission'?, \nFalse
Can ChildDepressionScoreDifference that is also TaxonomicMeasure be considered a subcategory of 'BiologicalMeasure'?, \nFalse
Can DecreasedGeneExpression that is also _24HourBloodPressure be considered a subcategory of 'LipidProfile'?, \nFalse
Can ASAAConcentrationDecrease that is also GeneExpression be considered a subcategory of 'SimilarRemissionOddsRatio'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'SatietyIncrease'?, \nTrue
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'DailyBloodPressure'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'HighRemission'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'WeigthDifference'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'GeneExpressionDifference'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'NeoplasmFrequency'?, \nFalse
Can ASAAConcentrationIncrease that is also DrugClearance be considered a subcategory of 'GenotypeMeasure'?, \nTrue
Can DrugClearance be considered a subcategory of 'GenotypeMeasure'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ModerateHamiltonDepressionScore'?, \nTrue
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ChildDepressionScore'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'MolecularMeasure'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'RemissionFrequency'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'SatietyFrequency'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ASAAConcentrationIncrease'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ERVisitFrequency'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'ForcedExperiatoryVolume'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'DailyBloodPressure'?, \nFalse
Can DrugEfficacyMeasure that is also HighRemissionOddsRatio be considered a subcategory of 'HighRemission'?, \nTrue
Can DrugEfficacyMeasure be considered a subcategory of 'HighRemission'?, \nFalse
Can MontgomeryAsbergDepressionMeasure that is also WeigthDifference be considered a subcategory of 'HamiltonDepressionScoreDifference'?, \nFalse
Can HighRemission that is also WeightLoss be considered a subcategory of 'BiologicalMeasure'?, \nFalse
Can ChildDepressionScore that is also RemissionMeasure be considered a subcategory of 'SideEffectFrequency'?, \nFalse
Can BloodPressure that is also HighRemissionOddsRatio be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?, \nFalse
Can PulmonaryFunctionMeasure that is also TaxonomicMeasure be considered a subcategory of 'PopulationVariation'?, \nFalse
Can DiseaseSusceptibilityOdds that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'ModerateHamiltonDepressionScore'?, \nFalse
