Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also ChondroCyte that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CirculatingCell that is also InMatureCell that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also ChondroBlast that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also MioBlast that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also ChondroCyte that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?, True
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?, True
Can PhotoreceptorCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'CirculatingCell that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'PlantCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByClass'?, True
Can PhotoreceptorCell be considered a subcategory of 'CellByClass that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'MatureCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Cell'?, True
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Miocyte'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nTrue
Can PhotoreceptorCell be considered a subcategory of 'InMatureCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Osteocyte'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, True
Can PhotoreceptorCell be considered a subcategory of 'ChondroBlast that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'MioBlast'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?, True
Can PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByOrganism'?, True
Can PhotoreceptorCell be considered a subcategory of 'CellByOrganism that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'StructuralCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Neuron'?, True
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also Neuron that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?, True
Can PhotoreceptorCell be considered a subcategory of 'ChondroCyte that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CirculatingCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also InMatureCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
