Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, \nFalse
Fish SubClassOf SlimeMold, \nFalse
Fish SubClassOf Microbiota, \nFalse
Fish SubClassOf MicrobiotaTaxonomy, \nFalse
Fish SubClassOf Coccolithophore, \nFalse
Fish SubClassOf Lichen, \nFalse
Fish SubClassOf Leaf, \nFalse
Fish SubClassOf Pollen, \nFalse
Fish SubClassOf Mushroom, \nFalse
Fish SubClassOf Reptile, \nFalse
Fish SubClassOf MarineAnimal, True
Fish SubClassOf Animal and MarineAnimal and Vertebrate, \nTrue
Fish SubClassOf Macroalgae, \nFalse
Fish SubClassOf Foraminifer, \nFalse
Fish SubClassOf Dairy, \nFalse
Fish SubClassOf Liverwort, \nFalse
Fish SubClassOf Crustacean, \nFalse
Fish SubClassOf Canopy, \nFalse
Fish SubClassOf Coral, \nFalse
Fish SubClassOf ExoticVegetation, \nFalse
Fish SubClassOf Macrophyte, \nFalse
Fish SubClassOf SegmentedWorm, \nFalse
Fish SubClassOf LivingThing, \nTrue
Fish SubClassOf Animal and LivingThing and MarineAnimal and Vertebrate, \nTrue
Fish SubClassOf Bird, \nFalse
Fish SubClassOf Fern, \nFalse
Fish SubClassOf DominantSpecies, \nFalse
Fish SubClassOf BlueGreenAlgae, \nFalse
Fish SubClassOf EvergreenVegetation, \nFalse
Fish SubClassOf TreeRing, \nFalse
Fish SubClassOf Vegetation, \nFalse
Fish SubClassOf ExoticSpecies, \nFalse
Fish SubClassOf Litter, \nFalse
Fish SubClassOf Crown, \nFalse
Fish SubClassOf Jellyfish, \nFalse
Fish SubClassOf Invertebrate, \nTrue
Fish SubClassOf Animal and Invertebrate and LivingThing and MarineAnimal and Vertebrate, \nTrue
Fish SubClassOf Anemone, \nFalse
Fish SubClassOf Ciliate, \nFalse
Fish SubClassOf Zooplankton, \nFalse
Fish SubClassOf FloweringPlant, \nFalse
Fish SubClassOf Sporozoan, \nTrue
Fish SubClassOf Animal and Invertebrate and LivingThing and MarineAnimal and Sporozoan and Vertebrate, \nTrue
Fish SubClassOf IndigenousVegetation, \nFalse
Fish SubClassOf Nutrient, \nFalse
Fish SubClassOf IndigenousSpecies, \nFalse
Fish SubClassOf MarineInvertebrate, \nTrue
Fish SubClassOf Animal and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Sporozoan and Vertebrate, \nTrue
Fish SubClassOf Conifer, \nFalse
Fish SubClassOf Yeast, \nFalse
Fish SubClassOf Mammal, \nFalse
Fish SubClassOf Protist, \nTrue
Fish SubClassOf Animal and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Protist and Sporozoan and Vertebrate, \nTrue
Fish SubClassOf Centipede, \nFalse
Fish SubClassOf Crop, \nFalse
Fish SubClassOf Algae, \nFalse
Fish SubClassOf Arthropod, \nTrue
Fish SubClassOf Animal and Arthropod and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Protist and Sporozoan and Vertebrate, \nTrue
Fish SubClassOf MarineBird, \nFalse
Fish SubClassOf Chlorophyll, False
Fish SubClassOf Mollusk, \nFalse
Fish SubClassOf Echinoderm, \nFalse
Fish SubClassOf Plant, \nFalse
Fish SubClassOf Amoebae, \nFalse
Fish SubClassOf Insect, \nFalse
Fish SubClassOf Mold, \nFalse
Fish SubClassOf Bacteria, \nFalse
Fish SubClassOf DeciduousVegetation, \nFalse
Fish SubClassOf Phytoplankton, \nFalse
MarineMammal and Plankton SubClassOf Anemone, \nFalse
FloweringPlant and Jellyfish SubClassOf ExoticVegetation, \nFalse
FungiTaxonomy SubClassOf Fungi, \nTrue
FungiTaxonomy SubClassOf VegetationCover, \nFalse
FungiTaxonomy SubClassOf Microalgae, \nFalse
FungiTaxonomy SubClassOf Arachnid, \nFalse
FungiTaxonomy SubClassOf VegetationSpecies, \nFalse
FungiTaxonomy SubClassOf Livestock, \nFalse
FungiTaxonomy SubClassOf Sponge, \nTrue
FungiTaxonomy SubClassOf Fungi and Sponge, \nTrue
FungiTaxonomy SubClassOf Flatworm, \nFalse
FungiTaxonomy SubClassOf Diatom, \nFalse
FungiTaxonomy SubClassOf MarinePlant, \nFalse
FungiTaxonomy SubClassOf Moss, \nTrue
FungiTaxonomy SubClassOf Fungi and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf Vertebrate, \nFalse
FungiTaxonomy SubClassOf Radiolarian, \nFalse
FungiTaxonomy SubClassOf Human, \nFalse
FungiTaxonomy SubClassOf MarineMicrobiota, \nTrue
FungiTaxonomy SubClassOf Fungi and MarineMicrobiota and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf Animal, \nFalse
FungiTaxonomy SubClassOf Flagellate, \nFalse
FungiTaxonomy SubClassOf Poultry, \nFalse
FungiTaxonomy SubClassOf MarineMammal, \nFalse
FungiTaxonomy SubClassOf Amphibian, \nFalse
FungiTaxonomy SubClassOf Millipede, \nFalse
FungiTaxonomy SubClassOf Plankton, \nFalse
FungiTaxonomy SubClassOf Roundworm, \nFalse
FungiTaxonomy SubClassOf Microphyte, \nTrue
FungiTaxonomy SubClassOf Fungi and MarineMicrobiota and Microphyte and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf SlimeMold, \nFalse
FungiTaxonomy SubClassOf Microbiota, \nFalse
FungiTaxonomy SubClassOf MicrobiotaTaxonomy, \nTrue
FungiTaxonomy SubClassOf Fungi and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Moss and Sponge, \nFalse
FungiTaxonomy SubClassOf Coccolithophore, \nFalse
FungiTaxonomy SubClassOf Lichen, False
FungiTaxonomy SubClassOf Leaf, \nFalse
FungiTaxonomy SubClassOf Pollen, \nFalse
FungiTaxonomy SubClassOf Mushroom, \nTrue
FungiTaxonomy SubClassOf Fungi and MarineMicrobiota and Microphyte and Moss and Mushroom and Sponge, \nThe
FungiTaxonomy SubClassOf Fish, \nFalse
FungiTaxonomy SubClassOf Reptile, \nFalse
FungiTaxonomy SubClassOf MarineAnimal, \nFalse
FungiTaxonomy SubClassOf Macroalgae, \nFalse
FungiTaxonomy SubClassOf Foraminifer, \nFalse
FungiTaxonomy SubClassOf Dairy, \nFalse
FungiTaxonomy SubClassOf Liverwort, \nFalse
FungiTaxonomy SubClassOf Crustacean, \nFalse
FungiTaxonomy SubClassOf Canopy, \nFalse
FungiTaxonomy SubClassOf Coral, \nFalse
FungiTaxonomy SubClassOf ExoticVegetation, \nFalse
FungiTaxonomy SubClassOf Macrophyte, \nTrue
FungiTaxonomy SubClassOf Fungi and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf SegmentedWorm, \nFalse
FungiTaxonomy SubClassOf LivingThing, \nTrue
FungiTaxonomy SubClassOf Fungi and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf Bird, \nFalse
FungiTaxonomy SubClassOf Fern, \nFalse
FungiTaxonomy SubClassOf DominantSpecies, \nFalse
FungiTaxonomy SubClassOf BlueGreenAlgae, \nFalse
FungiTaxonomy SubClassOf EvergreenVegetation, \nTrue
FungiTaxonomy SubClassOf EvergreenVegetation and Fungi and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nFalse
FungiTaxonomy SubClassOf TreeRing, \nFalse
FungiTaxonomy SubClassOf Vegetation, \nTrue
FungiTaxonomy SubClassOf Fungi and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge and Vegetation, \nFalse
FungiTaxonomy SubClassOf ExoticSpecies, \nFalse
FungiTaxonomy SubClassOf Litter, \nFalse
FungiTaxonomy SubClassOf Crown, \nTrue
FungiTaxonomy SubClassOf Crown and Fungi and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nFalse
FungiTaxonomy SubClassOf Jellyfish, \nFalse
FungiTaxonomy SubClassOf Invertebrate, \nTrue
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nTrue
FungiTaxonomy SubClassOf Anemone, \nFalse
FungiTaxonomy SubClassOf Ciliate, \nTrue
FungiTaxonomy SubClassOf Ciliate and Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge, \nFalse
FungiTaxonomy SubClassOf Zooplankton, \nFalse
FungiTaxonomy SubClassOf FloweringPlant, \nFalse
FungiTaxonomy SubClassOf Sporozoan, \nFalse
FungiTaxonomy SubClassOf IndigenousVegetation, \nFalse
FungiTaxonomy SubClassOf Nutrient, \nFalse
FungiTaxonomy SubClassOf IndigenousSpecies, \nFalse
FungiTaxonomy SubClassOf MarineInvertebrate, \nTrue
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineInvertebrate and MarineMicrobiota and Microphyte and Moss and Sponge, \nHere
FungiTaxonomy SubClassOf Conifer, \nFalse
FungiTaxonomy SubClassOf Yeast, \nTrue
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Sponge and Yeast, \nTrue
FungiTaxonomy SubClassOf Mammal, \nFalse
FungiTaxonomy SubClassOf Protist, \nFalse
FungiTaxonomy SubClassOf Centipede, \nFalse
FungiTaxonomy SubClassOf Crop, False
FungiTaxonomy SubClassOf Algae, \nFalse
FungiTaxonomy SubClassOf Arthropod, \nFalse
FungiTaxonomy SubClassOf MarineBird, \nFalse
FungiTaxonomy SubClassOf Chlorophyll, \nFalse
FungiTaxonomy SubClassOf Mollusk, \nFalse
FungiTaxonomy SubClassOf Echinoderm, \nFalse
FungiTaxonomy SubClassOf Plant, \nTrue
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Yeast, \nTrue
FungiTaxonomy SubClassOf Amoebae, \nFalse
FungiTaxonomy SubClassOf Insect, \nFalse
FungiTaxonomy SubClassOf Mold, \nFalse
FungiTaxonomy SubClassOf Bacteria, \nFalse
FungiTaxonomy SubClassOf DeciduousVegetation, \nFalse
FungiTaxonomy SubClassOf Phytoplankton, \nFalse
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and MicrobiotaTaxonomy and Microphyte and Moss and Plant and Sponge and Yeast, \nFalse
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Mushroom and Plant and Sponge and Yeast, \nFalse
FungiTaxonomy SubClassOf EvergreenVegetation and Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Yeast, \nHere
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Vegetation and Yeast, \nFalse
FungiTaxonomy SubClassOf Crown and Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Yeast, \nFalse
FungiTaxonomy SubClassOf Ciliate and Fungi and Invertebrate and LivingThing and Macrophyte and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Yeast, \nHere
FungiTaxonomy SubClassOf Fungi and Invertebrate and LivingThing and Macrophyte and MarineInvertebrate and MarineMicrobiota and Microphyte and Moss and Plant and Sponge and Yeast, \nFalse
Foraminifer and Sporozoan SubClassOf MarineBird, \nFalse
Leaf and Litter SubClassOf Insect, \nFalse
Bacteria and Dairy SubClassOf IndigenousVegetation, \nFalse
Arachnid and Insect SubClassOf SegmentedWorm, \nFalse
Human and MarineAnimal SubClassOf Bird, \nFalse
Mollusk and Roundworm SubClassOf Coccolithophore, \nFalse
Diatom and Fungi SubClassOf Insect, \nFalse
Amoebae and Invertebrate SubClassOf Crustacean, \nFalse
Bacteria and VegetationCover SubClassOf Human, \nFalse
Amoebae and Roundworm SubClassOf Echinoderm, \nFalse
Chlorophyll and MarineMammal SubClassOf Lichen, \nFalse
Dairy and Mollusk SubClassOf Yeast, \nFalse
ExoticVegetation and MarineAnimal SubClassOf Anemone, \nFalse
Crustacean and Mollusk SubClassOf Insect, \nFalse
Amoebae and MarineAnimal SubClassOf Bird, \nFalse
Liverwort and MicrobiotaTaxonomy SubClassOf Insect, \nFalse
Dairy and Roundworm SubClassOf Leaf, \nFalse
Bacteria and Chlorophyll SubClassOf Fern, \nFalse
Jellyfish and MarineAnimal SubClassOf Chlorophyll, \nFalse
FloweringPlant SubClassOf Microalgae, \nFalse
Livestock and MarineAnimal SubClassOf Foraminifer, \nFalse
Arachnid and Sporozoan SubClassOf MarinePlant, \nFalse
Human and Roundworm SubClassOf Plant, \nFalse
Jellyfish and Sporozoan SubClassOf Anemone, \nFalse
Insect and Jellyfish SubClassOf Crustacean, \nFalse
MarineMammal SubClassOf Insect, \nFalse
IndigenousSpecies and Millipede SubClassOf Insect, \nFalse
Invertebrate and MarineMammal SubClassOf Arthropod, \nFalse
Amoebae and FloweringPlant SubClassOf BlueGreenAlgae, \nFalse
Insect and Mold SubClassOf Moss, \nFalse
Chlorophyll and VegetationCover SubClassOf Animal, \nFalse
Canopy and Nutrient SubClassOf Insect, \nFalse
Crown and Pollen SubClassOf Anemone, \nFalse
Fungi and VegetationCover SubClassOf Livestock, \nFalse
Dairy and MarineMammal SubClassOf Mushroom, \nFalse
Dairy and Invertebrate SubClassOf Bird, \nFalse
Arachnid and Human SubClassOf Microphyte, \nFalse
Conifer and EvergreenVegetation SubClassOf Insect, \nFalse
Dairy and MarineMammal SubClassOf MarineMicrobiota, \nFalse
Macrophyte and SegmentedWorm SubClassOf Anemone, \nFalse
Animal and Arthropod SubClassOf Insect, \nFalse
Livestock and MarineAnimal SubClassOf Arthropod, \nFalse
MarineMammal and VegetationCover SubClassOf Yeast, \nFalse
Invertebrate and Liverwort SubClassOf Anemone, \nFalse
Microbiota and Plant SubClassOf Insect, \nFalse
Amoebae and Insect SubClassOf DominantSpecies, \nFalse
Leaf and Sporozoan SubClassOf Anemone, \nFalse
Amoebae and Pollen SubClassOf Insect, \nFalse
Invertebrate and VegetationCover SubClassOf Foraminifer, \nFalse
MarineMammal and Mollusk SubClassOf Amphibian, \nFalse
Amoebae and VegetationCover SubClassOf Microphyte, \nFalse
Chlorophyll and MarineAnimal SubClassOf Mushroom, \nFalse
FloweringPlant and Foraminifer SubClassOf Macrophyte, \nTrue
FloweringPlant and Foraminifer SubClassOf VegetationCover, \nTrue
Invertebrate SubClassOf Crown, \nFalse
FloweringPlant and Roundworm SubClassOf Diatom, \nFalse
DominantSpecies and Radiolarian SubClassOf Anemone, \nFalse
Foraminifer and Jellyfish SubClassOf Sponge, \nFalse
EvergreenVegetation and Flagellate SubClassOf Anemone, \nFalse
Bacteria and Mollusk SubClassOf Microalgae, \nFalse
Arachnid and Chlorophyll SubClassOf Flagellate, \nFalse
Dairy and Jellyfish SubClassOf Canopy, \nFalse
Bacteria and Jellyfish SubClassOf Flatworm, \nFalse
Livestock and Sporozoan SubClassOf FloweringPlant, \nFalse
IndigenousSpecies and Protist SubClassOf Insect, \nFalse
FloweringPlant and MarineMammal SubClassOf Microalgae, \nFalse
Ciliate and Macroalgae SubClassOf Insect, \nFalse
Livestock and Mollusk SubClassOf Mammal, \nTrue
Livestock and Mollusk SubClassOf VegetationCover, \nFalse
Livestock and Mollusk SubClassOf Microalgae, \nFalse
Livestock and Mollusk SubClassOf Fungi, \nFalse
Livestock and Mollusk SubClassOf Arachnid, \nFalse
Livestock and Mollusk SubClassOf VegetationSpecies, \nFalse
Livestock and Mollusk SubClassOf Sponge, \nFalse
Livestock and Mollusk SubClassOf Flatworm, \nFalse
Livestock and Mollusk SubClassOf Diatom, \nFalse
Livestock and Mollusk SubClassOf FungiTaxonomy, \nFalse
Livestock and Mollusk SubClassOf MarinePlant, \nFalse
Livestock and Mollusk SubClassOf Moss, \nFalse
Livestock and Mollusk SubClassOf Vertebrate, \nFalse
Livestock and Mollusk SubClassOf Radiolarian, \nFalse
Livestock and Mollusk SubClassOf Human, \nFalse
Livestock and Mollusk SubClassOf MarineMicrobiota, \nFalse
Livestock and Mollusk SubClassOf Animal, \nTrue
Livestock SubClassOf Animal, True
Livestock SubClassOf Microalgae, \nFalse
Livestock SubClassOf Fungi, \nFalse
Livestock SubClassOf Arachnid, \nFalse
Livestock SubClassOf VegetationSpecies, \nFalse
Livestock SubClassOf Sponge, \nFalse
Livestock SubClassOf Flatworm, \nFalse
Livestock SubClassOf Diatom, \nFalse
Livestock SubClassOf FungiTaxonomy, \nFalse
Livestock SubClassOf MarinePlant, \nFalse
Livestock SubClassOf Moss, \nFalse
Livestock SubClassOf Vertebrate, \nTrue
Livestock SubClassOf Animal and Vertebrate, \nTrue
Livestock SubClassOf Radiolarian, \nFalse
Livestock SubClassOf Human, \nFalse
Livestock SubClassOf MarineMicrobiota, \nFalse
Livestock SubClassOf Flagellate, \nFalse
Livestock SubClassOf Poultry, \nFalse
Livestock SubClassOf MarineMammal, \nFalse
Livestock SubClassOf Amphibian, \nFalse
Livestock SubClassOf Millipede, \nFalse
Livestock SubClassOf Plankton, \nFalse
Livestock SubClassOf Roundworm, \nFalse
Livestock SubClassOf Microphyte, \nFalse
Livestock SubClassOf SlimeMold, \nFalse
Livestock SubClassOf Microbiota, \nFalse
Livestock SubClassOf MicrobiotaTaxonomy, \nFalse
Livestock SubClassOf Coccolithophore, \nFalse
Livestock SubClassOf Lichen, \nFalse
Livestock SubClassOf Leaf, False
Livestock SubClassOf Pollen, \nFalse
Livestock SubClassOf Mushroom, \nFalse
Livestock SubClassOf Fish, \nFalse
Livestock SubClassOf Reptile, \nFalse
Livestock SubClassOf MarineAnimal, \nFalse
Livestock SubClassOf Macroalgae, \nFalse
Livestock SubClassOf Foraminifer, \nFalse
Livestock SubClassOf Dairy, \nTrue
Livestock SubClassOf Animal and Dairy and Vertebrate, \nTrue
Livestock SubClassOf Liverwort, \nFalse
Livestock SubClassOf Crustacean, \nFalse
Livestock SubClassOf Canopy, \nFalse
Livestock SubClassOf Coral, \nFalse
Livestock SubClassOf ExoticVegetation, \nFalse
Livestock SubClassOf Macrophyte, \nFalse
Livestock SubClassOf SegmentedWorm, \nFalse
Livestock SubClassOf LivingThing, \nTrue
Livestock SubClassOf Animal and Dairy and LivingThing and Vertebrate, \nTrue
Livestock SubClassOf Bird, \nFalse
Livestock SubClassOf Fern, \nFalse
Livestock SubClassOf DominantSpecies, \nTrue
Livestock SubClassOf Animal and Dairy and DominantSpecies and LivingThing and Vertebrate, \nTrue
Livestock SubClassOf BlueGreenAlgae, \nFalse
Livestock SubClassOf EvergreenVegetation, \nFalse
Livestock SubClassOf TreeRing, \nFalse
Livestock SubClassOf Vegetation, \nFalse
Livestock SubClassOf ExoticSpecies, \nFalse
Livestock SubClassOf Litter, \nFalse
Livestock SubClassOf Crown, \nTrue
Livestock SubClassOf Animal and Crown and Dairy and DominantSpecies and LivingThing and Vertebrate, \nTrue
Livestock SubClassOf Jellyfish, \nFalse
Livestock SubClassOf Invertebrate, \nFalse
Livestock SubClassOf Anemone, \nFalse
Livestock SubClassOf Ciliate, \nFalse
Livestock SubClassOf Zooplankton, \nFalse
Livestock SubClassOf FloweringPlant, \nFalse
Livestock SubClassOf Sporozoan, \nFalse
Livestock SubClassOf IndigenousVegetation, \nFalse
Livestock SubClassOf Nutrient, \nFalse
Livestock SubClassOf IndigenousSpecies, \nFalse
Livestock SubClassOf MarineInvertebrate, \nFalse
Livestock SubClassOf Conifer, \nFalse
Livestock SubClassOf Yeast, \nFalse
Livestock SubClassOf Mammal, \nTrue
Livestock SubClassOf Animal and Crown and Dairy and DominantSpecies and LivingThing and Mammal and Vertebrate, \nTrue
Livestock SubClassOf Protist, \nFalse
Livestock SubClassOf Centipede, \nFalse
Livestock SubClassOf Crop, \nFalse
Livestock SubClassOf Algae, \nFalse
Livestock SubClassOf Arthropod, \nFalse
Livestock SubClassOf MarineBird, \nFalse
Livestock SubClassOf Chlorophyll, \nFalse
Livestock SubClassOf Mollusk, \nFalse
Livestock SubClassOf Echinoderm, \nFalse
Livestock SubClassOf Plant, \nFalse
Livestock SubClassOf Amoebae, \nFalse
Livestock SubClassOf Insect, \nFalse
