Crop and MarinePlant SubClassOf Arthropod,  False.
Can Coccolithophore that is also Litter be considered a subcategory of 'Amphibian'?,  False.
Can Amphibian that is also Phytoplankton be considered a subcategory of 'Dairy'?,  False.
Can Canopy that is also IndigenousSpecies be considered a subcategory of 'MarineBird'?,  False.
Can Jellyfish that is also Sponge be considered a subcategory of 'Protist'?,  False.
Can Livestock that is also Macrophyte be considered a subcategory of 'Liverwort'?,  False.
Can Lichen that is also MarineMammal be considered a subcategory of 'Mollusk'?,  False.
Can Chlorophyll that is also Mammal be considered a subcategory of 'Fern'?,  False.
Can IndigenousVegetation that is also Sponge be considered a subcategory of 'Mammal'?,  False.
Can Macroalgae that is also Sporozoan be considered a subcategory of 'MarineMammal'?,  False.
Can Litter that is also MarineMicrobiota be considered a subcategory of 'Macrophyte'?,  False.
Can Coral that is also FungiTaxonomy be considered a subcategory of 'Chlorophyll'?,  False.
Can Centipede that is also Moss be considered a subcategory of 'Pollen'?,  False.
Can Protist that is also VegetationCover be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Poultry that is also TreeRing be considered a subcategory of 'Moss'?,  False.
Can Microbiota that is also Vertebrate be considered a subcategory of 'TreeRing'?,  False.
Can Bird that is also Pollen be considered a subcategory of 'Ciliate'?,  False.
Can FloweringPlant that is also Litter be considered a subcategory of 'Millipede'?,  False.
Can Crop that is also MarineMammal be considered a subcategory of 'Lichen'?,  False.
Can Flatworm that is also MarineMicrobiota be considered a subcategory of 'Canopy'?,  False.
Can Animal that is also Human be considered a subcategory of 'Zooplankton'?,  False.
Can Crown that is also Invertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can Conifer that is also Sponge be considered a subcategory of 'Vegetation'?,  False.
Can Fungi that is also SegmentedWorm be considered a subcategory of 'Liverwort'?,  False.
Can Leaf that is also MarinePlant be considered a subcategory of 'Dairy'?,  False.
Can Reptile be considered a subcategory of 'Litter'?,  False.
Can IndigenousVegetation that is also MarineInvertebrate be considered a subcategory of 'Fish'?,  False.
Can Livestock that is also Poultry be considered a subcategory of 'TreeRing'?,  False.
Can Amphibian that is also DeciduousVegetation be considered a subcategory of 'Insect'?,  False.
Can Radiolarian that is also Vegetation be considered a subcategory of 'Chlorophyll'?,  False.
Can Echinoderm that is also VegetationSpecies be considered a subcategory of 'Livestock'?,  False.
Can Sporozoan that is also VegetationCover be considered a subcategory of 'Leaf'?,  False.
Can Dairy that is also IndigenousVegetation be considered a subcategory of 'Crown'?,  False.
Can Arachnid that is also Leaf be considered a subcategory of 'Coral'?,  False.
Can IndigenousSpecies that is also Lichen be considered a subcategory of 'Coccolithophore'?,  False.
Can Bacteria that is also Jellyfish be considered a subcategory of 'ExoticSpecies'?,  False.
Can Invertebrate that is also Yeast be considered a subcategory of 'Human'?,  False.
Can Chlorophyll that is also Conifer be considered a subcategory of 'Microalgae'?,  False.
Can ExoticSpecies that is also Fungi be considered a subcategory of 'Nutrient'?,  False.
Can Jellyfish that is also MarineInvertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can MicrobiotaTaxonomy that is also Poultry be considered a subcategory of 'Roundworm'?,  False.
Can Livestock that is also MarineInvertebrate be considered a subcategory of 'TreeRing'?,  False.
Can Millipede that is also Sporozoan be considered a subcategory of 'Microalgae'?,  False.
Can Coccolithophore that is also EvergreenVegetation be considered a subcategory of 'Foraminifer'?,  False.
Can MicrobiotaTaxonomy that is also Plankton be considered a subcategory of 'Fish'?,  False.
Can DominantSpecies that is also ExoticSpecies be considered a subcategory of 'Plankton'?,  False.
Can SegmentedWorm that is also VegetationSpecies be considered a subcategory of 'Amoebae'?,  False.
Can Canopy that is also Leaf be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Foraminifer that is also MarineAnimal be considered a subcategory of 'MarinePlant'?,  False.
Can Dairy that is also Mold be considered a subcategory of 'DominantSpecies'?,  False.
Can Invertebrate that is also Protist be considered a subcategory of 'Fungi'?,  False.
Can BlueGreenAlgae that is also Nutrient be considered a subcategory of 'Bird'?,  False.
Can Amoebae that is also Crown be considered a subcategory of 'Plant'?,  False.
Can Centipede that is also ExoticSpecies be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Liverwort that is also SegmentedWorm be considered a subcategory of 'Reptile'?,  False.
Can Livestock that is also Yeast be considered a subcategory of 'Roundworm'?,  False.
Can Arachnid that is also Protist be considered a subcategory of 'VegetationSpecies'?,  False.
Can Arthropod that is also Microalgae be considered a subcategory of 'Lichen'?,  False.
Can Mold that is also Mushroom be considered a subcategory of 'Flatworm'?,  False.
Can Conifer that is also Mushroom be considered a subcategory of 'Microbiota'?,  False.
Can Bacteria that is also Macrophyte be considered a subcategory of 'Millipede'?,  False.
Can Arachnid that is also SlimeMold be considered a subcategory of 'Zooplankton'?,  False.
Can Crown that is also Millipede be considered a subcategory of 'Dairy'?,  False.
Can Animal that is also Canopy be considered a subcategory of 'SegmentedWorm'?,  False.
Can MarineAnimal that is also Roundworm be considered a subcategory of 'Protist'?,  False.
Can Anemone that is also EvergreenVegetation be considered a subcategory of 'Liverwort'?,  False.
Can Algae that is also Bird be considered a subcategory of 'Litter'?,  False.
Can Nutrient that is also Zooplankton be considered a subcategory of 'Mollusk'?,  False.
Can BlueGreenAlgae that is also TreeRing be considered a subcategory of 'Arthropod'?,  False.
Can Flatworm that is also Vegetation be considered a subcategory of 'Mushroom'?,  False.
Can ExoticVegetation that is also Mollusk be considered a subcategory of 'Human'?,  False.
Can Foraminifer that is also Macroalgae be considered a subcategory of 'Canopy'?,  False.
Can Coral that is also Mollusk be considered a subcategory of 'Diatom'?,  False.
Can Crustacean that is also Radiolarian be considered a subcategory of 'Millipede'?,  False.
Can Centipede that is also Dairy be considered a subcategory of 'MarineBird'?,  False.
Can Ciliate that is also Microbiota be considered a subcategory of 'Reptile'?,  False.
Can MarineBird that is also Yeast be considered a subcategory of 'SlimeMold'?,  False.
Can Microphyte that is also VegetationSpecies be considered a subcategory of 'Radiolarian'?,  False.
Can Conifer that is also Liverwort be considered a subcategory of 'SegmentedWorm'?,  False.
Can FloweringPlant that is also Insect be considered a subcategory of 'Echinoderm'?,  False.
Can Anemone that is also MicrobiotaTaxonomy be considered a subcategory of 'Sponge'?,  False.
Can MarineAnimal that is also Microphyte be considered a subcategory of 'Centipede'?,  False.
Can Fish that is also MarineBird be considered a subcategory of 'Fern'?,  False.
Can Anemone that is also Foraminifer be considered a subcategory of 'Poultry'?,  False.
Can Flagellate that is also Litter be considered a subcategory of 'Vegetation'?,  False.
Can Arthropod that is also Human be considered a subcategory of 'Coccolithophore'?,  False.
Can Crustacean that is also DeciduousVegetation be considered a subcategory of 'Leaf'?,  False.
Can Dairy that is also FungiTaxonomy be considered a subcategory of 'MarineAnimal'?,  False.
Can Microbiota that is also SegmentedWorm be considered a subcategory of 'DeciduousVegetation'?,  False.
Can IndigenousSpecies that is also Plankton be considered a subcategory of 'Nutrient'?,  False.
Can Reptile that is also VegetationSpecies be considered a subcategory of 'Pollen'?,  False.
Can Fish that is also Sponge be considered a subcategory of 'ExoticSpecies'?,  I cannot
Can Mammal that is also Yeast be considered a subcategory of 'Plant'?,  False.
Can Leaf that is also Plankton be considered a subcategory of 'Sponge'?,  False.
Can Bacteria that is also Fish be considered a subcategory of 'VegetationSpecies'?,  False.
Can Amoebae that is also EvergreenVegetation be considered a subcategory of 'Lichen'?,  False.
Can Invertebrate that is also Jellyfish be considered a subcategory of 'Echinoderm'?,  False.
Can Flatworm that is also Foraminifer be considered a subcategory of 'Bird'?,  False.
Can ExoticSpecies that is also Moss be considered a subcategory of 'Flagellate'?,  False.
Can Chlorophyll that is also VegetationCover be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Bird that is also Sponge be considered a subcategory of 'Dairy'?,  False.
Can BlueGreenAlgae that is also IndigenousVegetation be considered a subcategory of 'Amphibian'?,  False.
Can Arachnid that is also MarineMicrobiota be considered a subcategory of 'Poultry'?,  False.
Can FungiTaxonomy that is also Litter be considered a subcategory of 'Conifer'?,  False.
Can Centipede that is also MarineAnimal be considered a subcategory of 'Coccolithophore'?,  False.
Can Flatworm that is also Microalgae be considered a subcategory of 'Fern'?,  False.
Can Bacteria that is also Poultry be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Flatworm that is also Roundworm be considered a subcategory of 'Mollusk'?,  False.
Can ExoticVegetation that is also Plant be considered a subcategory of 'Mold'?,  False.
Can Microbiota that is also Mushroom be considered a subcategory of 'Mammal'?,  False.
Can Animal that is also Plankton be considered a subcategory of 'Liverwort'?,  False.
Can Mollusk that is also Zooplankton be considered a subcategory of 'Macrophyte'?,  False.
Can Fern that is also Plant be considered a subcategory of 'TreeRing'?,  False.
Can Millipede that is also Zooplankton be considered a subcategory of 'Crop'?,  False.
Can BlueGreenAlgae that is also Echinoderm be considered a subcategory of 'Foraminifer'?,  False.
Can Ciliate that is also Plankton be considered a subcategory of 'Amoebae'?,  False.
Can Amphibian that is also MarineInvertebrate be considered a subcategory of 'Crustacean'?,  False.
Can Foraminifer that is also Insect be considered a subcategory of 'Ciliate'?,  False.
Can Flagellate that is also Pollen be considered a subcategory of 'Crown'?,  False.
Can Fungi that is also Liverwort be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Crustacean that is also Sporozoan be considered a subcategory of 'ExoticVegetation'?,  False.
Can Dairy that is also DominantSpecies be considered a subcategory of 'Jellyfish'?,  False.
Can DominantSpecies that is also Yeast be considered a subcategory of 'Algae'?,  False.
Can Arthropod that is also Vertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can Centipede that is also SlimeMold be considered a subcategory of 'Protist'?,  Centip
Can Bird that is also Chlorophyll be considered a subcategory of 'Liverwort'?,  False.
Can Microphyte that is also Nutrient be considered a subcategory of 'Insect'?,  False.
Can Centipede that is also Vertebrate be considered a subcategory of 'Anemone'?,  False.
Can Mold that is also Pollen be considered a subcategory of 'Vegetation'?,  False.
Can EvergreenVegetation that is also Jellyfish be considered a subcategory of 'Livestock'?,  False.
Can MicrobiotaTaxonomy that is also Roundworm be considered a subcategory of 'Macrophyte'?,  False.
Can Ciliate that is also Echinoderm be considered a subcategory of 'Leaf'?,  False.
Can Echinoderm that is also ExoticSpecies be considered a subcategory of 'Crown'?,  False.
Can SegmentedWorm that is also Zooplankton be considered a subcategory of 'Coral'?,  False.
Can Arachnid that is also Millipede be considered a subcategory of 'Amoebae'?,  False.
Can Crustacean that is also Vertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can Arthropod that is also Pollen be considered a subcategory of 'Microalgae'?,  False.
Can DominantSpecies that is also Fish be considered a subcategory of 'ExoticSpecies'?,  True,
Can DominantSpecies that is also Fish be considered a subcategory of 'VegetationCover'?,  False.
Can DominantSpecies that is also Fish be considered a subcategory of 'Microalgae'?,  False.
Can DominantSpecies that is also Fish be considered a subcategory of 'Fungi'?,  False.
Can DominantSpecies that is also Fish be considered a subcategory of 'Arachnid'?,  False.
