Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can PlantCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'Cell'?,  True.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'CellByClass'?,  True,
Can LeafCell that is also Neuron be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByClass that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'CellByClass'?,  False.
Can Erythrocyte that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'InMatureCell'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByClass be considered a subcategory of 'CellByOrganism'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?,  False.
Can LeafCell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  I cannot
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also Miocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also Erythrocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotoreceptorCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can AnimalCell that is also LeafCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByOrganism that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  I cannot
Can Erythrocyte that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'MioBlast'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'CellByOrganism'?,  I cannot
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell that is also ElectricallyActiveCell'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also ElectricallyActiveCell'?,  True.
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also ElectricallyActiveCell that is also Neuron'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'AnimalCell that is also Cell that is also ElectricallyActiveCell that is also Neuron'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'PlantCell'?,  True,
Can Cell that is also CellByClass be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'CirculatingCell'?,  True,
Can Cell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'Miocyte'?,  I cannot
Can AnimalCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'CellByOrganism'?,  False.
Can ChondroCyte that is also LeafCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'CellByOrganism'?,  True,
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can CirculatingCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CirculatingCell be considered a subcategory of 'CellByOrganism'?,  False.
Can Miocyte that is also PlantCell be considered a subcategory of 'StructuralCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'AnimalCell'?,  True,
Can Cell that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MatureCell'?,  False.
Can ElectricallyActiveCell that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Neuron'?,  True.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'CellByOrganism'?,  True,
Can MioBlast be considered a subcategory of 'CellByOrganism'?,  I cannot
Can ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'AnimalCell'?,  True,
Can MioBlast that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'CellByClass'?,  False.
Can MioBlast that is also Miocyte be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can LeafCell be considered a subcategory of 'MioBlast'?,  I cannot
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByOrganism that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  I cannot
