HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ERVisitFrequency'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'DailyBloodPressure'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'HighRemission'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'WeigthDifference'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ExerciseResponse'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'GenotypeMeasure'?,  True.
Can ASAAConcentration be considered a subcategory of 'GenotypeMeasure'?,  False.
Can Weigth be considered a subcategory of 'GenotypeMeasure'?,  False.
Can DrugEfficacyMeasure that is also SatietyDecrease be considered a subcategory of 'ZeroRemission'?,  False.
Can ModerateRemission that is also Race be considered a subcategory of 'NormalGeneExpression'?,  False.
Can MontgomeryAsbergDepressionRatingDifference that is also MyocardialInfarctionFrequency be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can GenotypeMeasure that is also HamiltonDepressionMeasure be considered a subcategory of 'SatietyDifference'?,  False.
Can CognitiveMeasure that is also QualityOfLife be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can HamiltonDepressionScoreDifference that is also WeigthGain be considered a subcategory of 'AsthmaFrequency'?,  False.
Can ChildDepressionScoreDifference that is also DepressionMeasure be considered a subcategory of 'SatietyFrequency'?,  False.
Can HighReductionInMontgomeryAsbergDepressionRating that is also Satiety be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also CellCount be considered a subcategory of 'RemissionFrequency'?,  False.
Can DiseaseSusceptibilityOdds that is also QualityOfLife be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can BoneMineralDensity that is also SatietyFrequency be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can BodyMassIndexDecrease that is also ZeroRemission be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can BodyMassIndexIncrease that is also ChildDepressionScoreDifference be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can HighMontgomeryAsbergDepressionRating that is also PharmacodynamicMeasure be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also RemissionOddsRatio be considered a subcategory of 'DepressionMeasure'?,  False.
Can ElectrocardiogramQTInterval that is also ErythromycinClearanceMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can LowRemissionOddsRatio that is also RemissionFrequency be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can AnxietyMeasure that is also LipidProfile be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can BodyMassIndex that is also WeigthDifference be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can ForcedExperiatoryVolume that is also HomocysteineLevel be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can ModerateHamiltonDepressionScore that is also SatietyDifference be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can ASAAConcentrationDifference that is also DepressionMeasure be considered a subcategory of 'Race'?,  False.
Can CognitiveMeasure that is also GeneExpressionDifference be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can BodyMassIndex that is also WeightMeasure be considered a subcategory of 'RemissionMeasure'?,  False.
Can BloodPressure that is also Dose be considered a subcategory of 'SatietyMeasure'?,  False.
Can CognitiveMeasure that is also DrugEfficacy be considered a subcategory of 'CellCount'?,  False.
Can AnxietyMeasure that is also Dose be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can DepressionMeasure that is also LowReductionInChildDepressionScore be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can ExerciseResponse that is also Weigth be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also ElectrocardiogramQTInterval be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can AnxietyMeasure that is also SatietyMeasure be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can ModerateMontgomeryAsbergDepressionRating that is also ZeroDrugEfficacy be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can IncreasedGeneExpression that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'WeightLoss'?,  False.
Can HamiltonDepressionScoreDifference that is also LowHamiltonDepressionScore be considered a subcategory of 'BodyMassIndex'?,  False.
Can Race that is also SideEffectRate be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can GeneExpression that is also SatietyMeasure be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ChildDepressionScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'MolecularMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'RemissionFrequency'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ERVisitFrequency'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DailyBloodPressure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighRemission'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'WeigthDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ExerciseResponse'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'GenotypeMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'QualityOfLife'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'RemissionMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'BiologicalMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'CellCount'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ASAAMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'PopulationVariation'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'MetabolicMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'TaxonomicMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'LowRemission'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DrugClearance'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'PathogenCount'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'SatietyDifference'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DiseaseFrequency'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'CognitiveMeasure'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'WeightLoss'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'Gender'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'SatietyDecrease'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'Weigth'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'Race'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'WeigthGain'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'AsthmaFrequency'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can DrugEfficacy that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'PharmacodynamicMeasure'?,  True.
